AreaCode,Size_sqft,Bedrooms,Bathrooms,Furnishing,View,Developer,ParkingSpaces,AnnualRent,PropertyValuation,PropertyType,PropertyAge,AmenityCount,PricePerSqFt,RentToValueRatio,BedBathRatio,RentalYield,PricePerBedroom,PricePerBathroom,RentPerBedroom,RentPerBathroom,AgeBucket,AreaName,Count_Area,AvgAge_Area,MedianAge_Area,AvgVal_Area,MedianVal_Area,AvgRent_Area,MedianRent_Area,AvgPricePerSqFt_Area,AvgRentToValue_Area
0,1963,2,2,1,3,5,2,184692,2824279,0,11,4,1438.7564951604686,0.06539438915206323,1.0,6.539438915206324,1412139.5,1412139.5,92346.0,92346.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
7,1351,2,1,1,3,3,2,71112,1340959,0,21,4,992.5677276091784,0.053030704145316895,2.0,5.30307041453169,670479.5,1340959.0,35556.0,71112.0,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,776,1,1,1,0,4,2,38631,786697,0,25,3,1013.784793814433,0.04910530992237164,1.0,4.910530992237164,786697.0,786697.0,38631.0,38631.0,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,1396,3,4,1,2,2,3,73485,1509578,0,15,6,1081.3595988538682,0.04867916729046131,0.75,4.867916729046131,503192.6666666667,377394.5,24495.0,18371.25,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
1,1412,1,1,2,4,5,1,93064,1665161,0,6,6,1179.292492917847,0.055888890023247,1.0,5.5888890023246995,1665161.0,1665161.0,93064.0,93064.0,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
0,5805,4,4,0,0,3,2,558142,8323623,2,18,6,1433.8713178294574,0.06705517537255111,1.0,6.705517537255111,2080905.75,2080905.75,139535.5,139535.5,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
6,4773,5,6,0,4,0,1,332692,6150430,2,18,5,1288.5878902157972,0.05409247808689799,0.8333333333333334,5.409247808689798,1230086.0,1025071.6666666666,66538.4,55448.666666666664,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
5,595,2,1,0,3,5,1,38298,793150,0,1,5,1333.0252100840337,0.04828594843346151,2.0,4.828594843346151,396575.0,793150.0,19149.0,38298.0,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
2,1992,1,1,2,3,0,2,159201,2918945,0,21,4,1465.3338353413656,0.05454059600300794,1.0,5.454059600300794,2918945.0,2918945.0,159201.0,159201.0,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,4696,4,5,2,1,0,2,252425,4922471,2,9,4,1048.2263628620103,0.05128013958843028,0.8,5.128013958843028,1230617.75,984494.2,63106.25,50485.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
5,818,1,1,1,3,4,3,36777,822593,0,11,3,1005.6149144254279,0.044708622611668226,1.0,4.470862261166823,822593.0,822593.0,36777.0,36777.0,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
6,2941,5,5,0,0,2,1,277501,4904816,2,22,5,1667.737504250255,0.05657724978877903,1.0,5.657724978877903,980963.2,980963.2,55500.2,55500.2,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
0,1875,2,3,0,0,0,1,113259,2277931,0,1,3,1214.8965333333333,0.04972011882712865,0.6666666666666666,4.972011882712865,1138965.5,759310.3333333334,56629.5,37753.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
5,1914,4,5,0,2,0,3,124090,1981016,1,20,4,1035.0135841170325,0.06263957484442327,0.8,6.263957484442327,495254.0,396203.2,31022.5,24818.0,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
0,1245,2,1,2,2,4,1,66419,986288,0,11,6,792.1991967871486,0.06734239897474166,2.0,6.734239897474166,493144.0,986288.0,33209.5,66419.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
4,515,3,4,0,2,4,1,51603,751886,0,1,3,1459.9728155339806,0.0686314148687434,0.75,6.86314148687434,250628.66666666666,187971.5,17201.0,12900.75,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
2,1061,2,3,0,1,0,1,51322,937504,0,24,6,883.6041470311027,0.054743233095538794,0.6666666666666666,5.4743233095538795,468752.0,312501.3333333333,25661.0,17107.333333333332,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,4882,5,6,0,4,1,3,296120,5732935,2,17,4,1174.3004916018026,0.05165242585167981,0.8333333333333334,5.165242585167981,1146587.0,955489.1666666666,59224.0,49353.333333333336,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,3549,5,4,1,2,5,3,329610,5223582,2,6,5,1471.8461538461538,0.06310037824619198,1.25,6.310037824619198,1044716.4,1305895.5,65922.0,82402.5,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
1,485,2,1,2,1,0,2,30873,519446,0,16,4,1071.022680412371,0.059434474420825265,2.0,5.943447442082526,259723.0,519446.0,15436.5,30873.0,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
1,916,1,2,0,0,4,3,46131,925945,0,10,3,1010.8569868995634,0.04982045369865381,0.5,4.982045369865381,925945.0,462972.5,46131.0,23065.5,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
7,3176,6,6,0,4,2,2,269822,5494986,2,25,5,1730.1593198992443,0.04910330981734985,1.0,4.910330981734985,915831.0,915831.0,44970.333333333336,44970.333333333336,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,3153,3,2,0,0,5,1,142045,3460322,2,5,5,1097.4697113859816,0.041049647980737056,1.5,4.104964798073706,1153440.6666666667,1730161.0,47348.333333333336,71022.5,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
3,938,2,1,0,2,2,1,66474,998215,0,2,3,1064.1950959488272,0.0665928682698617,2.0,6.65928682698617,499107.5,998215.0,33237.0,66474.0,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
4,1839,3,3,1,3,2,2,103817,1923575,0,24,3,1045.9896682979881,0.053970861546859365,1.0,5.397086154685937,641191.6666666666,641191.6666666666,34605.666666666664,34605.666666666664,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
2,2981,2,3,1,1,1,3,211414,3195520,1,25,3,1071.9624287151962,0.06615949829761666,0.6666666666666666,6.615949829761666,1597760.0,1065173.3333333333,105707.0,70471.33333333333,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
1,5819,3,4,0,2,1,1,436762,8135247,2,14,3,1398.048977487541,0.05368761391018613,0.75,5.368761391018613,2711749.0,2033811.75,145587.33333333334,109190.5,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
6,1164,3,3,2,3,1,2,67946,1529322,0,11,4,1313.8505154639174,0.04442883840028457,1.0,4.442883840028457,509774.0,509774.0,22648.666666666668,22648.666666666668,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
6,4170,5,5,1,3,5,3,311339,6929705,2,1,3,1661.7997601918464,0.04492817515319916,1.0,4.492817515319916,1385941.0,1385941.0,62267.8,62267.8,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
5,1680,1,2,0,3,2,1,141207,2507237,0,12,5,1492.4029761904762,0.05631976554270697,0.5,5.631976554270697,2507237.0,1253618.5,141207.0,70603.5,0,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
3,921,3,4,1,0,0,3,58448,1128697,0,13,4,1225.512486427796,0.05178360534315232,0.75,5.178360534315233,376232.3333333333,282174.25,19482.666666666668,14612.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
0,5317,3,2,1,1,2,2,289067,5539427,2,3,6,1041.8331766033477,0.05218355616925722,1.5,5.218355616925722,1846475.6666666667,2769713.5,96355.66666666667,144533.5,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,597,1,1,0,1,3,1,36933,538940,0,23,3,902.7470686767169,0.06852896426318329,1.0,6.852896426318329,538940.0,538940.0,36933.0,36933.0,1,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
7,3154,3,2,1,4,0,3,184097,4462289,1,10,5,1414.8031071655041,0.041256180404272334,1.5,4.125618040427233,1487429.6666666667,2231144.5,61365.666666666664,92048.5,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
6,2823,3,3,1,4,2,3,260087,3915853,1,12,3,1387.1246900460503,0.06641898968117547,1.0,6.641898968117547,1305284.3333333333,1305284.3333333333,86695.66666666667,86695.66666666667,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
6,2578,2,2,0,2,4,3,158001,3689888,1,2,3,1431.298681148177,0.04281999887259451,1.0,4.281999887259451,1844944.0,1844944.0,79000.5,79000.5,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,3488,6,5,0,2,3,3,367837,5799555,2,21,5,1662.7164564220184,0.0634250386452064,1.2,6.342503864520641,966592.5,1159911.0,61306.166666666664,73567.4,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
6,771,2,2,0,3,1,1,35896,718748,0,20,6,932.2282749675746,0.04994239983972129,1.0,4.994239983972129,359374.0,359374.0,17948.0,17948.0,0,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
3,5929,3,2,0,0,4,2,567890,9875138,2,18,6,1665.5655253837072,0.057507044458517946,1.5,5.750704445851794,3291712.6666666665,4937569.0,189296.66666666666,283945.0,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
6,1310,3,2,2,4,0,2,91721,1436960,0,25,3,1096.9160305343512,0.06382989088074825,1.5,6.382989088074825,478986.6666666667,718480.0,30573.666666666668,45860.5,1,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
7,1475,3,3,1,3,0,2,47368,1111487,0,3,3,753.5505084745763,0.042616782742398246,1.0,4.2616782742398245,370495.6666666667,370495.6666666667,15789.333333333334,15789.333333333334,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,1438,1,1,2,1,3,2,99546,1765705,0,19,3,1227.8894297635604,0.056377480949535735,1.0,5.637748094953573,1765705.0,1765705.0,99546.0,99546.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
4,1744,1,2,0,3,2,1,78010,1932625,0,14,6,1108.1565366972477,0.040364788823491364,0.5,4.036478882349137,1932625.0,966312.5,78010.0,39005.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
4,418,2,1,2,3,5,1,16818,325721,0,10,5,779.2368421052631,0.051633146158829184,2.0,5.163314615882919,162860.5,325721.0,8409.0,16818.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
3,660,3,2,0,1,3,2,46041,905399,0,1,3,1371.8166666666666,0.050851613487534225,1.5,5.085161348753423,301799.6666666667,452699.5,15347.0,23020.5,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
1,2632,2,2,0,0,5,3,201313,4306932,1,11,3,1636.372340425532,0.04674162489679429,1.0,4.6741624896794285,2153466.0,2153466.0,100656.5,100656.5,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
2,1443,2,3,1,4,2,1,101391,1658511,0,12,4,1149.3492723492723,0.06113375190155507,0.6666666666666666,6.113375190155507,829255.5,552837.0,50695.5,33797.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,2663,5,5,1,3,0,2,270349,4147403,2,10,6,1557.4175741644763,0.06518512910368247,1.0,6.518512910368248,829480.6,829480.6,54069.8,54069.8,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,586,3,3,1,0,0,1,37413,556958,0,9,5,950.4402730375426,0.06717382639265439,1.0,6.7173826392654385,185652.66666666666,185652.66666666666,12471.0,12471.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
1,1113,2,1,1,1,0,3,63145,1041781,0,21,5,936.0116801437556,0.06061254716682297,2.0,6.0612547166822965,520890.5,1041781.0,31572.5,63145.0,1,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
0,4764,5,4,0,4,3,1,516752,8038169,2,15,6,1687.2730898404702,0.0642872773637877,1.25,6.42872773637877,1607633.8,2009542.25,103350.4,129188.0,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
0,1391,3,3,1,2,5,2,44632,977335,0,8,6,702.6132278936017,0.04566704354187663,1.0,4.566704354187663,325778.3333333333,325778.3333333333,14877.333333333334,14877.333333333334,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
4,2731,4,5,1,3,0,2,166889,3378717,1,22,5,1237.1720981325523,0.049394193121235073,0.8,4.9394193121235075,844679.25,675743.4,41722.25,33377.8,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
2,1140,1,1,2,0,4,3,65726,1424292,0,22,3,1249.378947368421,0.04614643626447386,1.0,4.614643626447386,1424292.0,1424292.0,65726.0,65726.0,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
5,1091,3,4,2,4,0,2,79630,1573528,0,1,5,1442.2804766269478,0.0506060267119492,0.75,5.06060267119492,524509.3333333334,393382.0,26543.333333333332,19907.5,2,Jvc,150,13.586666666666666,14.0,4014959.1533333333,2651562.5,183752.94666666666,136238.0,2326.06565864143,0.052906540760329336
1,1533,3,3,2,2,4,3,137416,1981195,0,23,4,1292.364644487932,0.06936015889400084,1.0,6.936015889400084,660398.3333333334,660398.3333333334,45805.333333333336,45805.333333333336,1,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
4,2055,2,1,0,0,2,1,160400,3023237,1,25,6,1471.1615571776156,0.05305571478517893,2.0,5.305571478517893,1511618.5,3023237.0,80200.0,160400.0,1,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,875,1,1,0,4,1,3,60921,956563,0,19,6,1093.2148571428572,0.06368738912126018,1.0,6.368738912126018,956563.0,956563.0,60921.0,60921.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,1422,3,4,0,3,4,2,67382,1397274,0,19,6,982.6118143459915,0.0482238988201312,0.75,4.82238988201312,465758.0,349318.5,22460.666666666668,16845.5,0,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
4,2577,4,4,2,2,5,2,121360,2988084,1,7,3,1159.5203725261933,0.04061465474196843,1.0,4.061465474196843,747021.0,747021.0,30340.0,30340.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
7,4237,3,3,1,1,4,3,354940,6122502,2,18,5,1445.0087325938164,0.05797303128688239,1.0,5.797303128688239,2040834.0,2040834.0,118313.33333333333,118313.33333333333,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
1,2581,3,2,2,4,2,1,163000,3420480,1,17,4,1325.2537776055792,0.04765413041444476,1.5,4.765413041444476,1140160.0,1710240.0,54333.333333333336,81500.0,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
2,1292,2,1,0,1,2,1,95001,1496248,0,6,4,1158.0866873065015,0.06349281669883602,2.0,6.349281669883602,748124.0,1496248.0,47500.5,95001.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,1363,2,1,0,2,2,1,97359,1536322,0,17,4,1127.1621423330887,0.06337148071823485,2.0,6.337148071823486,768161.0,1536322.0,48679.5,97359.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
0,3125,4,3,1,4,2,3,274426,5296369,2,9,3,1694.83808,0.051813988035954446,1.3333333333333333,5.181398803595445,1324092.25,1765456.3333333333,68606.5,91475.33333333333,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
2,719,1,1,2,2,3,1,54587,871506,0,18,5,1212.1084840055632,0.06263525437575874,1.0,6.263525437575875,871506.0,871506.0,54587.0,54587.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
3,2078,2,2,2,3,3,2,188969,3296507,1,9,6,1586.3845043310876,0.05732400992929789,1.0,5.732400992929789,1648253.5,1648253.5,94484.5,94484.5,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
7,4644,6,5,1,2,0,2,279655,5461084,2,12,6,1175.944013781223,0.05120869776037138,1.2,5.120869776037138,910180.6666666666,1092216.8,46609.166666666664,55931.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,1936,1,1,1,1,4,1,131094,2754794,0,25,6,1422.9307851239669,0.04758758731142873,1.0,4.758758731142873,2754794.0,2754794.0,131094.0,131094.0,1,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
7,1352,2,1,1,0,2,2,128559,1929998,0,14,6,1427.5133136094676,0.06661094985590658,2.0,6.661094985590658,964999.0,1929998.0,64279.5,128559.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,1002,2,3,1,4,4,1,50194,818384,0,25,6,816.750499001996,0.06133306614010049,0.6666666666666666,6.133306614010049,409192.0,272794.6666666667,25097.0,16731.333333333332,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
4,1443,1,2,1,0,0,2,91885,1434881,0,15,5,994.3735273735274,0.06403666924295465,0.5,6.4036669242954645,1434881.0,717440.5,91885.0,45942.5,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
3,3353,3,3,1,0,3,2,303250,5134951,1,3,3,1531.4497464956755,0.0590560649945832,1.0,5.90560649945832,1711650.3333333333,1711650.3333333333,101083.33333333333,101083.33333333333,2,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
2,802,1,2,0,1,4,3,43870,685654,0,12,6,854.930174563591,0.06398270847978718,0.5,6.3982708479787185,685654.0,342827.0,43870.0,21935.0,0,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,1563,2,1,0,0,3,1,92280,1368055,0,10,3,875.2751119641715,0.06745342840748361,2.0,6.7453428407483615,684027.5,1368055.0,46140.0,92280.0,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
2,2810,2,1,2,0,0,3,256091,4164299,1,21,6,1481.9569395017793,0.06149678493307037,2.0,6.149678493307037,2082149.5,4164299.0,128045.5,256091.0,1,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
4,3393,2,1,1,4,1,3,252468,6077924,1,10,3,1791.3127026230475,0.04153852532542362,2.0,4.153852532542362,3038962.0,6077924.0,126234.0,252468.0,2,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
4,2327,2,1,0,4,0,2,188728,3589452,1,14,4,1542.5234207133649,0.052578499447826575,2.0,5.257849944782658,1794726.0,3589452.0,94364.0,188728.0,0,Jlt,150,13.88,13.5,3156171.5933333333,2043886.0,154496.21333333335,114277.5,1840.1885660442886,0.24058174764235896
0,896,1,2,0,3,5,2,56578,1299267,0,25,6,1450.0747767857142,0.04354609175789118,0.5,4.354609175789118,1299267.0,649633.5,56578.0,28289.0,1,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,1407,2,3,1,1,0,2,57988,1164086,0,20,4,827.3532338308457,0.049814188986037115,0.6666666666666666,4.981418898603711,582043.0,388028.6666666667,28994.0,19329.333333333332,0,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
7,2006,2,1,0,1,2,2,86293,1961011,1,25,3,977.5727816550349,0.04400434265794532,2.0,4.400434265794532,980505.5,1961011.0,43146.5,86293.0,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
0,5886,5,6,1,2,2,1,615000,10525254,2,7,3,1788.184505606524,0.058430893924270144,0.8333333333333334,5.843089392427014,2105050.8,1754209.0,123000.0,102500.0,2,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
1,4100,6,5,0,2,5,2,248402,3925315,2,6,5,957.3939024390244,0.06328205507073954,1.2,6.328205507073954,654219.1666666666,785063.0,41400.333333333336,49680.4,2,Business Bay,150,13.353333333333333,13.5,4000665.84,2364883.0,179861.19333333333,124607.0,2288.9976748101667,0.05601908357283476
3,858,3,3,0,3,5,3,48334,810912,0,14,3,945.1188811188811,0.059604494692395725,1.0,5.960449469239572,270304.0,270304.0,16111.333333333334,16111.333333333334,0,Dubai Marina,150,14.393333333333333,14.5,3314335.4133333336,1853638.0,134646.74666666667,103249.5,2471.29217690207,0.0555398391489938
7,881,2,3,0,2,2,1,50416,720784,0,7,5,818.1430192962542,0.06994605873604298,0.6666666666666666,6.994605873604298,360392.0,240261.33333333334,25208.0,16805.333333333332,2,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
2,550,2,2,2,4,3,2,36917,797471,0,7,5,1449.9472727272728,0.04629259245790756,1.0,4.629259245790756,398735.5,398735.5,18458.5,18458.5,2,Downtown,150,14.986666666666666,16.5,3836531.2933333335,2075979.5,135382.2,94756.0,3732.885512365932,0.05127796328444744
6,3991,4,4,1,3,4,2,302211,5820192,2,10,4,1458.3292407917816,0.051924575684101144,1.0,5.192457568410115,1455048.0,1455048.0,75552.75,75552.75,2,Palm Jumeirah,150,13.633333333333333,12.0,3560174.4,2499373.5,165528.33333333334,118620.0,1884.9414233125622,0.0533842397045628
0,1069,3,4,0,3,1,1,71012,1504484,0,21,6,1407.3751169317118,0.04720023609423563,0.75,4.7200236094235635,501494.6666666667,376121.0,23670.666666666668,17753.0,1,Arabian Ranches,150,13.866666666666667,13.0,3829629.88,2393458.0,179787.60666666666,126352.5,2254.776368531902,0.05689350499168153
7,3993,6,5,2,1,4,2,373599,1615751,1,25,3,404.6458802905084,0.23122312782105658,1.2,23.12231278210566,269291.8333333333,323150.2,62266.5,74719.8,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,401,3,1,0,2,4,3,135310,4553452,0,18,3,11355.241895261845,0.02971591662764865,3.0,2.971591662764865,1517817.3333333333,4553452.0,45103.333333333336,135310.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,1833,4,3,2,3,4,3,696522,10943041,2,20,5,5970.016912165848,0.06364976609335558,1.3333333333333333,6.364976609335558,2735760.25,3647680.3333333335,174130.5,232174.0,0,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
7,2854,4,4,2,1,0,2,448577,15007114,2,25,5,5258.274001401542,0.029890957048770338,1.0,2.989095704877034,3751778.5,3751778.5,112144.25,112144.25,1,The Springs,150,13.433333333333334,13.0,2985468.46,2037891.0,155682.62666666668,119137.5,1519.4261088490166,0.05484829468197995
